id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
id-324,-14.59,10.92,g,m,w,-32.93,29.09,-24.91,32.9,-7.82,D
id-325,-2.31,1.61,h,o,v,27.13,4.43,23.03,-3.68,19.89,B
id-326,-5.66,7.02,f,m,v,4.29,6.66,-6.53,-3.72,-8.72,A
id-327,-0.23,-17.91,i,m,u,-6.66,-5.77,-2.66,28.18,4.14,B
id-328,-6.47,-12.39,g,m,x,-3.91,26.77,7.5,6.16,0.23,A
id-329,-26.46,8.87,e,o,x,6.35,-3.27,-6.84,-3.68,-11.81,A
id-330,-3.57,16.57,f,l,y,-45.82,-7.22,-18.42,3.56,10.8,D
id-331,-17.62,8.13,e,o,x,0.5,12.48,-7.31,-10.98,13.29,A
id-332,10.46,10.77,h,m,v,-0.75,-25.31,-5.95,-5.35,30.55,B
id-333,-2.3,-4.2,i,p,y,0.99,-0.12,27.14,17.87,4.35,C
id-334,5.21,15.57,g,m,v,22.18,4.9,8.94,-13.59,-3.0,C
id-335,15.78,2.95,g,p,u,32.97,-30.98,5.69,-29.66,4.88,B
id-336,-4.98,-3.03,,n,w,4.68,0.6,2.44,-1.8,8.58,C
id-337,16.74,-9.88,h,n,u,6.28,-18.1,-9.93,-13.67,12.16,C
id-338,7.64,23.61,h,m,v,2.42,-3.57,-6.07,-3.21,-5.18,B
id-339,-12.28,10.16,f,o,u,11.08,0.19,-8.35,2.97,-8.15,A
id-340,-29.94,-14.22,f,p,w,,-4.13,-14.28,28.36,-11.32,D
id-341,18.56,-0.25,f,n,y,-35.37,,,-29.62,16.23,B
id-342,-5.5,5.09,f,m,u,31.14,-9.29,-8.96,-16.31,0.09,C
id-343,-4.89,-21.12,i,m,w,-34.91,10.21,,43.39,15.94,B
id-344,-6.3,-17.04,f,o,x,-3.99,-4.04,-9.61,-10.64,-16.1,A
id-345,-17.76,6.74,e,m,v,0.44,-26.67,-12.81,3.22,18.47,D
id-346,11.79,-2.45,h,p,v,28.58,4.96,12.14,-19.94,0.35,B
id-347,16.8,-1.7,i,n,u,-34.29,1.76,-21.22,52.97,-8.78,B
id-348,-33.33,2.52,e,n,y,16.19,-11.0,-1.05,-20.87,-5.18,A
id-349,9.88,8.99,h,o,v,0.28,-0.17,-4.46,3.35,10.15,B
id-350,4.11,-12.04,g,p,w,,-0.86,-17.7,8.54,1.87,A
id-351,10.52,-7.32,h,m,y,16.75,-2.08,27.83,-17.29,8.16,B
id-352,-6.85,-6.65,g,m,x,-28.29,9.77,-17.86,17.59,-12.66,D
id-353,10.13,6.77,h,l,y,-33.23,2.25,,8.85,-14.03,C
id-354,13.46,-1.64,i,n,w,-1.56,1.28,11.9,12.64,4.58,C
id-355,-9.25,-9.73,g,m,w,-12.43,18.88,-11.11,14.11,-19.47,D
id-356,-20.79,-10.71,e,l,v,19.73,1.84,-7.32,-9.89,-7.03,C
id-357,-15.64,-7.72,f,,w,3.47,4.51,-4.86,2.01,5.04,D
id-358,-4.2,-19.49,e,o,v,11.41,-20.1,-11.51,-20.88,-9.91,C
id-359,13.02,2.75,h,n,w,-28.93,6.97,-20.64,2.17,-9.91,B
id-360,24.74,-7.67,i,o,u,12.19,-26.35,-2.0,-7.7,-10.1,B
id-361,-1.06,2.06,e,p,w,5.0,,,,10.96,
id-362,-6.23,-14.52,g,p,x,-27.1,-4.53,-11.98,13.55,5.52,D
id-363,-17.44,12.96,f,o,w,12.27,,4.02,0.17,-5.22,D
id-364,-11.22,3.55,g,p,y,30.08,1.21,43.64,-3.92,-9.89,B
id-365,-6.89,1.51,g,p,x,-22.57,-11.33,-6.67,18.4,-10.62,D
id-366,4.71,-11.93,e,p,u,0.13,16.75,-31.1,-27.95,-10.83,C
,-12.66,-11.35,e,o,v,2.98,-7.21,-19.24,-4.86,10.38,C
id-368,-0.15,8.92,h,o,v,4.92,25.78,-2.1,5.07,19.58,D
id-369,-3.44,0.31,i,l,y,-4.94,3.5,24.06,17.8,8.6,A
id-370,-17.82,,f,p,u,2.14,10.34,-21.2,9.85,-14.37,D
id-371,,3.58,i,m,u,-18.01,4.37,-15.87,39.11,15.9,B
id-372,-6.71,5.81,g,o,w,27.91,17.0,23.83,-6.05,-2.46,B
id-373,6.63,17.57,i,p,v,29.09,-2.84,34.31,3.78,-3.29,C
id-374,8.23,7.06,h,n,x,-21.93,5.72,-3.23,12.68,17.9,C
id-375,-0.7,-2.5,g,p,u,39.09,-0.13,16.07,-14.4,4.18,B
id-376,-27.84,-6.65,,m,x,18.65,-15.1,6.43,-3.35,-8.88,A
id-377,-4.67,-23.04,f,l,v,14.4,-3.14,-8.88,-14.71,3.4,C
id-378,16.14,-3.47,i,o,x,-16.08,-13.28,-0.77,3.59,,C
id-379,-18.12,13.15,g,n,x,5.18,-29.62,17.96,17.59,-3.64,A
id-380,-17.74,-3.87,f,m,y,-48.88,-19.95,-31.8,22.3,12.81,D
id-381,12.82,6.8,h,o,v,-9.46,7.21,-10.84,-3.0,-14.17,B
id-382,9.53,-0.76,i,l,x,-35.14,4.57,-7.34,19.99,2.35,C
id-383,-0.35,9.54,f,m,v,-22.61,-6.03,-32.32,2.17,3.42,C
id-384,6.04,-4.4,i,l,y,-30.14,-2.57,6.93,21.73,4.15,A
id-385,1.35,5.81,g,l,v,28.09,1.8,16.35,-10.88,1.56,B
id-386,22.46,1.43,i,m,v,-3.67,-2.27,-5.5,-7.55,6.08,B
id-387,4.63,8.11,f,o,y,-20.94,-11.19,-13.35,-18.08,-5.07,A
id-388,-1.73,-12.07,f,o,u,16.47,-1.18,-11.85,-18.16,14.68,C
id-389,-1.88,14.48,h,p,u,21.81,-12.79,3.44,,-0.21,D
id-390,-9.98,4.28,g,o,u,21.2,-1.48,-1.36,6.05,13.81,D
id-391,-4.93,-3.34,g,o,u,25.77,-1.97,-0.94,1.27,8.13,D
id-392,21.16,12.62,i,,v,11.23,0.38,9.05,-11.11,-6.02,B
id-393,9.19,4.71,i,m,u,33.84,1.25,12.8,6.09,12.73,B
id-394,-24.46,-21.87,e,p,x,7.57,3.31,-5.17,-13.62,-15.03,A
id-395,30.15,10.09,i,n,u,-10.88,-11.59,-17.23,-8.02,21.9,B
id-396,-14.18,-12.81,g,p,w,-6.5,-1.37,-3.52,21.89,2.85,D
id-397,14.77,-8.68,i,m,v,-16.51,6.5,-9.37,10.66,-7.35,C
id-398,-29.37,-4.65,e,l,v,15.85,-3.64,-5.13,0.51,-9.16,A
id-399,-7.23,11.41,g,m,x,2.72,0.04,13.29,3.67,14.92,A
id-400,0.32,-17.5,h,n,v,-1.14,7.03,-2.11,4.37,0.08,B
id-401,-11.21,2.94,g,n,w,1.47,-7.4,1.04,6.49,11.48,D
id-402,21.64,1.87,h,p,u,-2.41,-9.18,-11.26,-9.16,2.73,B
id-403,21.44,-8.98,i,l,u,27.18,-1.98,15.42,5.84,-9.34,C
id-404,-10.4,-0.17,f,p,x,5.4,22.85,8.71,-0.32,11.17,A
id-405,1.55,-14.68,g,l,u,33.98,9.23,14.73,-14.56,-21.87,B
id-406,-21.38,10.74,e,p,w,7.95,-8.02,-6.99,-1.45,8.53,A
id-407,-2.11,-19.21,f,l,w,-6.8,-10.92,-12.33,-1.4,19.59,
id-408,-8.69,0.81,g,o,x,-26.86,7.38,-13.03,17.5,-14.92,D
id-409,-4.4,-10.41,g,m,x,-3.08,1.52,6.2,8.15,-7.89,A
id-410,8.03,10.27,h,m,v,-16.24,6.82,-15.68,6.95,30.23,A
id-411,,0.78,e,l,w,8.51,0.17,-6.7,-5.16,-5.43,A
id-412,19.55,-4.98,g,n,y,-42.78,-14.14,-20.58,-11.04,-6.37,A
id-413,-28.2,11.82,f,m,w,-13.39,-13.65,-17.78,25.32,-2.56,D
id-414,-12.78,-11.75,f,p,y,-25.03,6.39,-18.11,6.16,-1.24,D
,-5.11,-7.51,e,p,y,-16.78,-4.2,-12.57,-10.4,24.87,
id-416,-22.26,-24.17,f,n,x,13.98,-17.23,13.84,2.76,4.85,A
id-417,-22.51,-5.11,f,,x,11.53,,9.49,6.12,-0.86,A
id-418,3.16,-4.13,i,o,y,-25.43,-3.67,11.19,19.18,17.75,C
id-419,-10.76,7.91,e,o,u,7.64,-31.15,-28.23,-17.11,-9.96,C
id-420,-13.67,0.98,e,,y,-19.51,-4.85,-18.33,-3.16,-8.27,C
id-421,-3.97,4.24,e,p,y,-11.09,1.25,-9.97,-18.5,4.52,A
id-422,-13.51,-0.98,f,m,x,18.11,-4.87,8.61,-11.84,16.72,D
id-423,1.4,-6.57,i,m,y,-12.61,7.42,17.49,20.05,-1.39,C
id-424,-15.13,-4.98,f,m,w,18.29,10.28,11.78,0.05,-7.61,D
id-425,11.34,-18.84,i,o,w,5.91,-11.69,22.7,8.97,,C
id-426,-16.24,-16.94,f,n,x,7.48,3.32,9.0,7.04,-13.95,A
id-427,20.4,-16.1,i,p,w,-20.47,-11.83,-4.95,4.5,-5.12,C
id-428,-5.58,21.66,g,o,x,-19.5,7.59,-4.91,15.42,-2.55,D
id-429,-13.58,6.42,f,n,w,20.52,-10.0,6.14,-11.78,,C
id-430,-13.97,-4.73,f,l,w,-22.48,-0.83,-21.23,15.58,-3.04,D
id-431,-7.23,-6.97,i,o,y,-8.61,3.13,24.1,24.65,3.33,A
id-432,-17.95,-7.17,f,o,y,-42.88,-1.41,-26.7,22.85,-4.25,D
id-433,-14.79,-6.16,f,m,w,-17.91,9.54,-20.43,14.54,,D
id-434,-4.02,-21.3,f,o,,-16.43,12.85,-12.22,-10.19,5.86,A
id-435,2.94,0.73,g,n,u,-11.33,9.62,-25.4,9.56,13.43,C
id-436,2.32,0.42,i,l,v,-8.91,-9.81,-5.15,24.77,-1.7,B
id-437,-11.48,-3.47,h,m,y,-6.17,-8.74,13.82,19.01,-11.76,A
id-438,-14.03,2.7,f,m,w,9.79,28.31,6.53,2.91,0.11,A
id-439,-0.68,5.98,h,l,u,29.43,,4.76,-0.63,15.28,D
id-440,-6.39,3.26,g,o,y,-30.69,10.36,-7.38,16.11,-10.94,D
id-441,-24.13,15.76,e,n,x,18.63,-5.55,11.47,0.93,6.82,A
id-442,-10.46,0.64,e,m,v,4.48,-10.74,-16.82,-5.77,3.89,C
id-443,-18.33,6.63,e,n,w,13.41,16.72,-8.7,-12.55,13.4,A
id-444,5.07,15.12,h,n,u,10.49,23.51,-1.88,3.92,-4.16,B
id-445,2.48,8.23,h,p,x,28.95,7.75,34.69,-13.53,-3.59,B
id-446,-7.46,-3.33,e,l,u,,7.85,-48.59,-13.09,-3.86,C
id-447,-16.45,-5.4,h,m,u,27.78,17.13,20.36,23.91,10.41,B
id-448,-0.06,12.86,e,p,,13.46,-5.16,-32.37,-16.39,16.06,C
id-449,5.19,9.83,h,m,u,38.46,-12.94,19.77,-17.5,-12.08,B
id-450,-8.1,-16.85,g,l,v,3.14,-4.17,-6.05,7.97,2.63,C
id-451,-18.69,-12.92,f,n,v,-6.76,-0.01,-11.12,18.74,-5.54,D
id-452,-8.22,-1.02,f,n,x,-12.67,-1.5,-12.58,-3.27,-10.63,A
id-453,-17.79,19.6,f,m,u,18.72,5.79,-8.05,9.97,1.07,D
id-454,-17.88,24.19,g,m,x,8.74,0.39,20.05,12.34,-2.67,A
id-455,4.5,-4.4,h,m,w,-10.72,3.72,-1.71,6.92,12.09,A
id-456,3.51,6.8,i,m,y,-7.85,10.9,27.62,13.54,9.36,C
id-457,-3.57,-12.6,g,n,x,-3.79,5.02,2.45,2.43,1.55,A
id-458,-14.73,3.78,e,l,y,-6.33,0.1,-8.2,-15.14,18.16,A
id-459,-9.64,-5.62,e,n,y,-22.35,-29.41,-11.85,-16.55,-5.11,A
id-460,-15.55,-20.06,e,n,v,8.59,-9.94,-17.25,-16.11,9.1,C
id-461,-11.07,1.69,h,m,u,16.25,2.16,12.37,22.55,-8.0,B
id-462,2.92,5.52,i,n,u,-0.22,-0.73,-0.62,35.94,-12.54,B
id-463,-9.75,-10.16,g,p,w,-17.21,-5.08,-7.93,20.73,-14.17,D
id-464,24.79,,i,o,v,-23.78,-5.89,-21.74,3.56,-18.34,B
id-465,-8.51,-0.84,,m,x,7.42,-0.58,8.58,1.51,-2.68,
id-466,11.88,8.26,i,o,v,5.08,-9.54,9.03,12.08,-26.37,C
id-467,-20.22,-0.26,h,m,w,-8.45,4.78,4.87,43.72,-16.2,
id-468,18.01,1.32,g,,w,-8.82,-13.13,-14.29,-24.81,13.42,B
id-469,-12.24,-6.95,f,l,x,-17.71,0.55,-15.72,5.82,-5.6,D
id-470,10.66,-7.65,i,n,w,-14.69,7.28,-0.26,17.04,-17.24,C
id-471,-6.17,-2.69,f,o,u,8.82,1.67,-16.18,-8.13,-1.13,C
id-472,-6.88,2.28,g,o,y,-6.77,5.36,10.19,1.18,-3.87,D
id-473,-8.85,1.44,f,l,y,-21.18,2.07,-3.09,1.67,-5.75,D
id-474,6.94,0.46,i,o,v,1.26,0.11,4.69,13.67,14.19,C
id-475,18.37,9.49,i,o,v,3.77,4.19,4.77,4.05,-0.72,C
id-476,-1.66,-5.86,h,l,y,-1.35,-1.11,24.98,11.43,9.86,C
id-477,-4.58,20.9,g,l,y,-3.81,11.62,13.45,-6.29,-10.4,D
id-478,30.58,9.27,i,o,u,-4.02,-5.44,-13.59,-14.79,4.24,B
id-479,21.63,-4.41,,n,u,-16.35,15.5,-17.17,6.21,2.68,B
id-480,-3.9,27.86,g,l,w,-14.0,19.21,-5.57,12.36,-11.78,B
id-481,19.1,4.55,h,p,y,-37.99,-0.72,-18.95,-7.55,-3.85,A
,-3.07,3.1,i,o,v,-10.68,-0.87,-3.22,35.14,,B
id-483,17.67,20.65,h,n,x,-41.4,13.53,-28.57,-1.97,-20.84,B
id-484,1.2,7.7,f,l,x,1.83,-11.4,-1.99,-16.03,17.62,B
id-485,-8.77,12.36,g,p,v,1.77,0.16,-1.45,14.18,-2.5,D
id-486,12.54,3.16,h,m,v,-3.49,-16.43,-3.7,-4.12,-2.83,D
id-487,8.1,-2.49,i,m,u,-10.61,-1.63,-8.81,18.6,10.92,B
id-488,13.72,-10.59,i,m,y,-32.73,-3.94,,8.97,-8.3,C
id-489,-6.12,-6.37,e,m,u,22.34,-4.66,-10.86,-17.77,-0.21,C
id-490,-4.73,-10.89,g,n,x,-20.01,16.22,-9.36,9.43,-2.02,B
