id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
id-327,-2.06,0.79,f,o,w,-17.17,-3.69,-13.61,1.2,0.55,A
id-328,-0.39,24.71,f,p,w,-16.18,10.51,-35.78,-15.25,-9.07,B
id-329,16.74,4.17,h,p,v,1.72,9.96,2.8,6.7,-34.84,A
id-330,41.44,-6.67,g,p,v,28.38,26.82,18.01,2.8,-1.21,D
id-331,25.44,-9.31,e,p,x,-8.0,16.93,-19.41,-4.68,9.37,B
id-332,8.16,-13.99,f,l,y,12.94,-10.75,36.03,17.64,-14.64,B
id-333,-5.11,4.18,e,p,y,-8.71,13.54,-36.82,-21.95,13.34,B
id-334,-7.0,1.77,e,p,x,-33.77,23.32,-62.16,-13.69,,B
id-335,11.09,4.0,h,n,,10.31,6.57,16.51,11.45,5.67,A
id-336,20.32,5.77,g,o,x,14.3,6.84,4.18,-10.54,1.35,D
,-9.29,26.78,h,m,y,8.96,3.85,8.45,5.01,3.35,A
id-338,12.11,,h,p,w,-7.95,2.14,-10.89,-4.53,-19.3,C
id-339,17.48,-10.93,g,m,w,4.34,-8.32,38.68,31.63,11.79,A
id-340,10.22,-11.9,g,p,u,-27.72,5.99,-39.09,-11.58,-4.09,C
id-341,4.83,-7.88,i,p,x,-5.77,,-24.41,-14.88,6.31,B
id-342,-8.04,-8.53,f,p,x,-22.35,-1.45,-21.36,1.18,9.99,A
id-343,1.19,-0.77,i,n,x,14.71,13.58,7.47,3.2,-8.27,A
id-344,-8.2,-23.97,h,l,,14.96,-14.3,14.55,-11.23,3.2,B
,2.58,-4.68,g,p,u,-22.69,2.01,-37.24,-17.35,-14.79,A
,1.64,3.92,g,,x,-12.15,-11.33,-9.25,-7.14,-19.38,C
id-347,1.71,-4.81,e,p,y,-2.42,8.18,-15.9,-9.87,-14.2,
id-348,19.62,6.31,i,m,v,13.98,-11.98,11.25,-18.05,-6.8,D
id-349,,3.97,h,m,u,33.19,-0.57,30.52,-10.74,9.05,D
id-350,-20.67,,f,o,y,3.37,23.79,4.35,27.04,-4.86,C
id-351,-1.23,1.97,g,m,v,-3.05,-10.29,-3.51,-9.58,6.63,C
id-352,20.71,-17.84,e,m,v,-0.07,-17.25,12.26,-4.56,-12.8,D
id-353,11.22,-6.7,h,o,y,9.04,11.86,-0.1,-2.97,3.82,D
id-354,12.75,-14.96,f,o,y,8.78,10.85,-4.69,-9.62,12.02,D
id-355,-4.43,5.46,i,p,y,-20.55,7.64,-28.87,-3.01,-14.28,C
id-356,11.91,11.46,h,o,u,-7.97,-7.29,-2.28,-2.17,-6.18,A
id-357,-7.22,7.15,e,p,u,0.89,23.1,-11.91,6.32,-1.49,A
id-358,-0.06,6.23,e,n,y,-17.49,-18.18,-14.74,-13.22,-6.11,
id-359,-0.59,3.73,g,m,y,19.64,5.96,16.46,1.92,-8.22,A
id-360,23.1,4.65,i,o,x,-6.8,-2.0,-5.6,-5.41,17.45,C
id-361,4.08,-0.02,h,o,v,9.06,14.26,-5.28,-5.76,-4.55,D
id-362,-11.23,-10.99,h,o,u,-15.11,-1.23,-13.45,3.05,-2.29,C
id-363,-13.05,-16.66,i,m,,16.63,1.63,-4.88,-22.15,,B
id-364,16.28,-3.25,h,n,x,0.42,-5.42,18.97,14.75,7.94,A
id-365,-10.77,9.49,g,n,u,-4.72,-0.26,-10.8,-5.58,-27.33,B
id-366,0.23,16.77,g,n,u,7.64,0.2,-9.59,-21.14,8.29,D
id-367,6.93,2.2,f,o,x,12.1,14.35,8.75,7.46,16.56,A
id-368,3.52,8.93,f,l,w,13.47,-12.34,8.77,-17.37,-6.35,D
id-369,0.7,3.61,e,l,y,25.49,-18.19,18.47,-24.63,14.45,B
id-370,-18.86,4.06,i,l,u,27.19,-21.98,44.02,5.9,-4.98,B
id-371,-14.29,1.12,h,l,v,19.97,-10.31,35.55,13.66,3.15,B
id-372,1.15,-19.04,h,l,y,18.78,-13.39,41.69,16.7,10.26,B
id-373,29.79,0.39,e,o,x,15.95,7.82,5.37,-12.23,3.0,D
id-374,9.66,-2.7,e,n,w,3.04,-6.37,-22.55,-39.57,5.71,C
id-375,22.58,10.57,h,m,x,0.51,-12.76,27.87,17.79,5.62,A
id-376,-4.75,-18.57,g,n,v,-20.94,-12.54,,1.55,,C
id-377,7.81,8.9,g,l,w,16.37,-22.76,44.66,13.51,1.53,B
,9.34,7.94,i,m,x,7.16,-13.92,-2.87,-26.81,-7.45,D
id-379,17.17,6.82,i,n,y,11.36,5.39,21.0,13.38,6.1,
id-380,-1.77,13.79,h,n,u,-16.88,-21.2,-16.92,-19.02,2.1,C
id-381,6.63,2.56,h,n,v,-8.88,-8.21,-4.67,-3.72,-3.13,C
id-382,22.66,14.34,e,m,v,-5.17,-14.65,22.23,16.01,0.75,A
id-383,27.07,-10.4,f,o,w,0.92,-5.71,-12.49,-27.6,-2.12,C
id-384,14.68,-7.79,e,l,w,23.35,-28.01,,29.49,1.51,B
id-385,-2.3,-9.58,h,n,x,-7.98,-9.22,-10.14,-10.62,-3.81,C
id-386,25.35,5.22,e,n,x,18.06,11.13,29.15,18.71,6.48,A
id-387,15.43,-5.41,h,p,v,1.42,18.35,2.71,14.75,10.7,A
id-388,-27.06,8.86,g,l,y,0.65,-15.51,26.75,24.44,-6.81,C
id-389,-0.39,8.48,f,p,u,-16.9,26.24,-36.03,-0.6,15.94,C
id-390,-11.49,15.49,f,o,x,-2.68,7.69,-21.02,-13.53,-7.71,D
id-391,-13.85,1.36,h,p,y,-4.53,26.13,-13.28,15.4,-4.1,C
id-392,22.15,5.0,i,n,w,1.1,-6.72,9.85,0.14,-12.29,B
id-393,-8.17,-1.73,i,p,v,-13.12,24.52,-27.33,5.73,7.3,C
id-394,21.41,0.65,h,p,y,19.71,19.88,2.03,-8.39,-6.45,D
id-395,-21.78,0.95,f,l,x,-3.67,-10.27,11.38,14.15,-6.63,
id-396,-12.43,14.1,f,p,v,-6.18,23.02,-11.98,15.94,-4.29,C
id-397,0.89,3.97,e,o,u,-13.84,-2.94,-20.46,-11.36,-9.74,B
id-398,4.03,0.79,i,p,u,-22.42,20.63,-40.2,-5.02,-2.1,C
id-399,27.83,-5.24,h,p,x,-10.13,9.81,-14.53,-2.9,-2.68,B
id-400,32.6,-6.04,g,o,y,2.99,-1.84,5.28,-5.74,-7.36,C
id-401,-5.47,9.03,e,p,v,-7.77,23.08,-14.36,13.47,-0.64,A
id-402,20.46,,e,l,x,2.93,-18.93,45.23,31.37,-3.48,A
id-403,12.67,14.44,g,l,v,11.31,-10.87,30.42,11.57,-14.72,B
id-404,25.61,,g,l,y,24.67,-4.14,39.68,10.01,-5.42,A
id-405,27.95,-0.6,,o,w,22.73,18.58,12.95,-1.06,-8.56,D
id-406,-1.97,-4.97,g,p,y,-18.49,5.81,-29.0,-7.85,4.77,A
id-407,15.53,-5.46,i,p,v,11.08,18.12,-2.82,-4.19,-9.0,D
id-408,,7.28,e,l,y,17.99,-29.74,31.15,-9.99,7.12,B
id-409,9.18,-2.63,i,n,u,15.7,4.25,2.9,-13.77,-1.81,D
id-410,17.87,18.89,f,o,x,5.84,1.64,-1.33,-11.17,6.65,C
id-411,19.52,-1.54,e,o,u,1.51,3.97,5.85,4.79,6.71,A
id-412,-0.06,6.17,g,o,v,-29.22,-17.79,-20.79,-6.05,13.14,C
id-413,17.31,-14.49,i,n,x,1.53,-4.54,5.68,-2.59,14.41,D
id-414,10.98,-18.49,i,n,x,12.31,3.08,-0.85,-15.71,13.46,D
id-415,-11.12,-5.76,f,m,v,1.43,-9.41,5.27,-1.22,12.34,B
id-416,18.56,-11.04,e,o,y,-6.2,-4.72,-14.8,-19.06,-3.8,C
id-417,-2.41,3.24,g,l,w,42.03,-47.39,114.21,48.84,-16.32,B
id-418,7.62,10.92,f,p,y,-7.57,31.57,-15.91,16.09,-0.57,A
id-419,18.0,8.24,i,o,u,3.41,-1.88,-6.33,-17.6,-5.34,C
id-420,32.06,-1.11,i,l,v,28.67,-5.36,45.02,9.27,-2.48,A
id-421,2.52,-9.47,e,l,u,14.8,-33.01,29.55,-11.42,4.8,B
id-422,-9.38,13.42,f,p,y,-13.58,14.21,-42.42,-21.45,-5.4,B
id-423,-5.86,-4.26,f,n,w,7.61,11.63,3.18,6.33,11.9,A
id-424,-13.17,-16.37,i,o,v,-2.46,11.2,1.34,17.53,-5.13,C
id-425,14.56,11.0,i,l,v,10.53,-10.19,31.66,14.28,0.37,B
id-426,6.99,8.76,f,m,x,-0.97,-15.92,-1.6,-16.56,-12.8,D
id-427,21.7,13.32,g,p,y,3.56,18.21,7.29,16.37,-13.83,A
id-428,4.73,6.35,g,m,y,9.52,,1.86,-20.19,8.09,D
id-429,-19.52,5.71,g,o,y,-20.88,2.28,-23.69,2.3,-4.06,A
id-430,-2.67,3.87,e,p,w,-13.83,2.08,-17.55,-2.48,-5.82,A
id-431,13.71,10.61,i,n,v,27.64,18.5,10.77,-6.79,5.75,D
id-432,-6.51,7.48,f,l,v,16.43,-13.34,18.78,-7.28,9.98,B
id-433,8.17,14.52,f,n,w,8.19,-7.01,-3.77,-22.74,-3.9,D
id-434,1.7,-0.21,i,n,v,10.02,6.77,11.77,8.1,-4.92,A
id-435,22.77,10.82,h,n,u,3.6,-9.95,-13.29,-34.75,5.81,C
id-436,20.19,,g,o,y,-11.46,-14.91,-17.35,-25.27,19.83,C
id-437,-20.34,7.89,h,n,u,3.41,17.73,6.69,24.41,2.05,C
id-438,-15.0,-6.98,i,o,y,-6.99,9.32,-0.4,19.63,22.19,C
id-439,-7.67,2.55,f,l,u,13.95,-6.49,23.96,8.6,5.78,B
id-440,-1.77,-10.72,e,n,x,-13.75,-7.91,5.1,16.47,1.0,A
id-441,7.46,6.99,f,p,u,-3.09,20.84,-5.04,14.55,1.59,A
id-442,26.54,16.27,i,o,w,-3.32,-10.42,-7.65,-20.5,4.05,C
id-443,-24.06,-1.44,h,m,x,0.91,-0.55,15.7,23.1,-10.83,C
id-444,9.96,1.74,h,n,u,-6.46,-19.45,-15.93,-31.49,11.07,C
id-445,0.17,-0.65,g,l,v,0.61,-22.88,2.29,-18.42,4.05,D
id-446,5.58,-14.46,i,l,w,12.23,-10.61,29.89,11.55,-13.86,B
id-447,17.85,-7.78,i,m,w,0.46,-24.08,13.47,-9.19,-0.32,D
id-448,-4.18,-2.87,e,p,v,2.34,18.44,-19.09,-9.22,-4.47,D
id-449,14.85,-7.9,i,o,u,-9.16,-7.5,-2.48,-1.79,22.25,C
id-450,-28.27,20.1,f,m,x,0.81,1.92,11.46,21.07,12.99,C
id-451,-19.34,-2.7,h,n,x,0.64,14.67,,22.72,-4.58,C
id-452,12.2,4.26,f,o,v,-15.97,-15.36,-14.88,-15.36,0.98,C
id-453,11.54,16.42,g,o,u,-8.72,-4.47,2.66,7.5,-10.49,A
id-454,-5.53,10.62,i,p,w,-17.08,,-27.63,6.31,2.44,C
id-455,-4.91,2.04,e,m,v,14.46,2.19,14.29,3.12,-10.26,A
id-456,4.12,-9.2,g,o,w,1.23,6.95,-11.47,-10.45,-7.53,D
id-457,-15.13,-2.53,f,o,v,-12.9,5.71,-12.83,8.19,-8.41,A
id-458,-17.27,-11.6,f,m,y,2.76,-5.9,1.15,-3.51,15.16,B
id-459,12.58,-4.7,e,m,y,18.46,3.03,11.41,-8.36,,D
id-460,-4.12,-9.23,g,l,x,17.35,,18.73,-19.9,-17.84,B
id-461,35.43,2.53,i,m,u,4.16,-18.69,29.07,6.74,-0.58,B
id-462,15.0,-22.03,i,m,u,-8.96,-18.1,19.21,15.44,-15.44,A
id-463,-30.54,8.94,e,m,y,5.26,8.7,17.97,30.29,0.15,C
id-464,-2.1,16.87,h,,w,-20.65,-16.48,3.95,15.87,8.4,A
id-465,19.33,2.88,e,p,u,14.49,18.51,-0.92,-6.46,2.27,D
id-466,30.71,7.59,g,p,y,-10.64,,-18.93,-5.77,-6.74,B
id-467,-3.51,16.06,i,m,w,0.58,-9.67,-4.97,,0.14,B
id-468,-1.01,0.03,i,m,x,-4.26,-11.19,-2.94,-8.25,-3.37,D
id-469,21.75,-5.32,i,l,x,8.92,-28.39,42.28,11.62,-10.33,B
id-470,10.79,-2.43,g,n,v,-3.29,-5.45,1.42,-1.41,-15.1,C
id-471,6.45,4.65,e,n,v,2.06,-4.13,-5.53,-14.49,-14.46,D
id-472,-15.08,2.23,g,l,u,3.53,-13.07,6.99,-4.07,-0.54,B
id-473,-16.9,-11.48,f,l,w,27.15,-14.28,48.61,18.15,12.53,B
id-474,2.52,2.53,i,o,x,4.94,14.71,1.74,8.76,7.05,A
id-475,24.51,8.95,i,p,x,-5.46,0.82,-4.64,-3.63,-7.24,B
id-476,-12.46,12.76,g,l,v,10.36,-15.01,28.01,11.43,-5.76,B
id-477,-27.96,-2.91,e,l,u,11.71,-12.88,41.02,31.23,2.63,C
id-478,-3.99,7.71,h,p,w,-21.94,4.27,-38.49,-16.39,7.63,A
id-479,-10.66,-17.88,f,o,v,-6.18,7.85,-25.27,-14.58,-17.38,D
id-480,-14.02,-11.04,f,p,u,-10.01,20.42,-11.87,18.76,18.16,C
id-481,1.22,3.88,e,p,u,2.72,18.29,-10.03,0.3,4.64,D
id-482,2.72,2.26,h,m,x,1.12,-17.06,,-18.5,2.69,D
id-483,23.56,-5.6,f,n,u,15.57,-3.46,3.02,-23.44,-4.97,D
id-484,6.71,-16.23,g,m,v,21.77,2.85,17.23,-4.08,-2.94,D
id-485,-15.65,1.14,h,o,v,-9.72,6.04,-3.9,15.8,11.89,C
id-486,20.57,1.46,g,p,x,-21.54,21.11,-52.55,-24.6,4.89,B
id-487,17.58,-3.73,e,l,w,-3.04,-21.11,38.8,29.34,-1.71,A
id-488,9.29,4.58,e,n,u,-9.01,-14.15,9.94,8.72,-2.94,C
id-489,7.59,9.15,f,p,w,4.35,16.51,-9.61,-4.13,-12.14,D
id-490,26.01,-0.67,i,m,w,19.17,2.95,31.0,12.19,-5.23,A
